HAULJOIN,CRUISE,VESSEL,HAUL,GIS_STATION,SPECIES_CODE,SEX,LENGTH,WIDTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,WEIGHT,CHELA_HEIGHT,COMMENTS
-7586,201101,162,22,J-10,69322,2,97,,2,3,1,6,686,,
1023483,200001,88,206,E-10,69322,1,97,115,2,,,,694,,
1063187,200101,88,22,G-10,69322,2,97,,2,3,1,6,700,,
-2819,200701,89,23,G-11,69322,2,97,,2,3,1,5,702,,
-6135,201001,162,16,G-11,69322,1,97,,2,,,,706,,
1023483,200001,88,206,E-10,69322,2,97,113,2,0,1,5,714,,
1023483,200001,88,206,E-10,69322,1,97,119,2,,,,724,,
-5700,200901,88,207,G-12,69322,2,97,,2,0,0,0,724,,
1063408,200101,89,25,G-11,69322,1,97,,2,,,,740,,
-4844,200901,88,39,I-08,69322,2,97,,3,3,2,6,750,,
-6136,201001,162,17,H-11,69322,1,97,,2,,,,752,,
1063188,200101,88,23,H-10,69322,1,97,,2,,,,774,,
1063187,200101,88,22,G-10,69322,1,97,,2,,,,792,,
-6384,201001,89,25,D-10,69322,2,97,,2,3,1,6,806,,
1063414,200101,89,31,F-09,69322,1,97,,2,,,,812,,
-8488,201201,162,17,I-11,69322,1,97.1,,2,,,,672,,
-4431,200801,88,197,G-13,69322,2,97.1,,2,2,1,5,688,,
-4433,200801,88,199,E-12,69322,2,97.1,,2,3,1,6,700,,
-2884,200701,88,26,G-12,69322,1,97.1,,2,,,,726,32.1,
-13972,201501,94,11,G-13,69322,2,97.1,,2,3,1,6,756,,
-13940,201501,162,22,K-11,69322,1,97.1,,2,,,,762,,
-4445,200801,88,211,G-10,69322,2,97.1,,2,3,1,5,764,,
-2880,200701,88,22,G-14,69322,2,97.2,,2,0,0,1,626,,
-9372,201201,162,228,G-12,69322,1,97.2,,2,,,,730,,
-6151,201001,162,32,C-09,69322,2,97.2,,2,3,1,5,744,,
-4440,200801,88,206,H-10,69322,2,97.2,,2,5,1,6,758,,
-6373,201001,89,14,G-12,69322,2,97.3,,2,0,0,0,636,,
-9058,201201,89,12,J-12,69322,1,97.3,,2,,,,678,,
-4043,200801,88,14,E-11,69322,2,97.3,,3,0,4,1,712,,
-4441,200801,88,207,H-09,69322,2,97.3,,2,3,1,6,736,,
-4438,200801,88,204,I-11,69322,2,97.4,,2,2,1,6,726,,
-9753,201301,162,9,G-14,69322,1,97.4,,2,,,,794,32.1,
-2890,200701,88,32,J-10,69322,2,97.4,,3,6,2,2,814,,
-7584,201101,162,20,J-12,69322,2,97.5,,2,0,0,0,626,,
-17341,201701,94,231,H-11,69322,1,97.5,,2,,,,666,29.1,
-2819,200701,89,23,G-11,69322,2,97.5,,2,0,0,0,676,,
-4433,200801,88,199,E-12,69322,2,97.5,,2,3,1,5,716,,
-4440,200801,88,206,H-10,69322,2,97.5,,2,5,1,5,742,,
-4138,200801,89,53,K-05,69322,2,97.5,,0,0,4,1,858,,
-7502,201101,89,10,G-13,69322,1,97.6,,2,,,,572,,
-8196,201101,89,207,H-11,69322,2,97.6,,2,3,1,5,626,,
-17342,201701,94,232,H-10,69322,2,97.6,,2,0,0,0,646,,
-9060,201201,89,14,I-12,69322,1,97.6,,2,,,,730,,
-6376,201001,89,17,J-12,69322,1,97.6,,2,,,,734,,
-4041,200801,88,11,F-12,69322,2,97.6,,2,3,1,5,748,,
-11266,200601,134,14,G-11,69322,2,97.6,,2,5,1,4,762,,
-17328,201701,94,218,D-09,69322,2,97.6,,2,0,0,0,770,,
-9880,201301,89,19,J-10,69322,2,97.6,,2,3,1,5,782,,
-9058,201201,89,12,J-12,69322,1,97.7,,2,,,,662,,
-6136,201001,162,17,H-11,69322,2,97.7,,2,2,1,4,682,,
-17341,201701,94,231,H-11,69322,2,97.7,,2,0,0,0,696,,
-9884,201301,89,23,I-09,69322,2,97.7,,2,0,0,1,706,,
-9064,201201,89,18,E-12,69322,1,97.7,,2,,,,768,,
-4434,200801,88,200,F-12,69322,2,97.8,,2,5,1,5,712,,
-4131,200801,89,46,K-06,69322,2,97.8,,2,3,1,4,718,,
-13944,201501,162,26,H-10,69322,1,97.8,,2,,,,724,,
-4041,200801,88,11,F-12,69322,2,97.9,,3,0,4,1,556,,
-7506,201101,89,15,G-11,69322,2,97.9,,2,3,1,5,615,,
-2885,200701,88,27,H-12,69322,2,97.9,,2,2,1,5,620,,
-2829,200701,89,33,G-09,69322,2,97.9,,2,0,0,0,698,,
-4106,200801,89,21,G-10,69322,2,97.9,,2,5,1,5,714,,
-4039,200801,88,9,H-13,69322,2,97.9,,2,3,1,5,722,,
-13936,201501,162,18,I-12,69322,2,97.9,,2,3,1,6,742,,
1010934,200001,88,44,J-09,69322,1,98,,2,,,,604,,
1010913,200001,88,23,G-11,69322,1,98,,2,,,,618,,
-2821,200701,89,25,I-11,69322,2,98,,2,2,1,0,646,,
-2886,200701,88,28,I-12,69322,1,98,,2,,,,700,32.2,
1063396,200101,89,13,F-13,69322,1,98,,2,,,,716,,
1010687,200001,89,11,F-12,69322,1,98,,2,,,,740,,
-11266,200601,134,14,G-11,69322,2,98,,2,5,1,5,758,,
1063187,200101,88,22,G-10,69322,1,98,,2,,,,764,,
1063408,200101,89,25,G-11,69322,1,98,,2,,,,790,,
1063408,200101,89,25,G-11,69322,1,98,,2,,,,796,,
-9280,201201,162,226,H-13,69322,1,98.1,,2,,,,622,,
-18771,201901,162,19,I-10,69322,2,98.1,,2,2,1,6,698,,
-9375,201201,162,231,F-12,69322,1,98.1,,2,,,,712,,
-8487,201201,162,16,J-11,69322,1,98.1,,2,,,,730,,
-4045,200801,88,16,G-11,69322,2,98.1,,2,2,1,5,734,,
-17342,201701,94,232,H-10,69322,1,98.1,,2,,,,752,30.3,
-2828,200701,89,32,H-09,69322,1,98.1,,2,,,,802,,
-18739,201901,94,19,F-11,69322,1,98.2,,2,,,,712,,
-11275,200601,134,23,H-09,69322,1,98.2,,2,,,,714,,
-4039,200801,88,9,H-13,69322,2,98.2,,3,6,2,4,738,,
-2882,200701,88,24,F-13,69322,2,98.3,,2,2,1,6,608,,
-17332,201701,94,222,F-10,69322,2,98.3,,2,0,0,0,644,,
-2893,200701,88,35,G-10,69322,1,98.3,,2,,,,664,27.8,
-5754,200901,89,197,J-11,69322,2,98.3,,2,2,1,5,666,,
-11266,200601,134,14,G-11,69322,1,98.3,,2,,,,690,,
-13944,201501,162,26,H-10,69322,2,98.3,,2,0,0,0,806,,
-2894,200701,88,36,F-10,69322,2,98.3,,2,3,1,5,910,,
-11276,200601,134,24,G-09,69322,1,98.4,,2,,,,626,,
-11687,200601,88,199,I-13,69322,2,98.4,,2,2,1,6,754,,
-6141,201001,162,22,J-11,69322,1,98.5,,2,,,,656,,
-11268,200601,134,16,I-11,69322,1,98.5,,2,,,,658,,
-17335,201701,94,225,G-12,69322,1,98.5,,2,,,,666,31.1,
-4424,200801,88,190,I-10,69322,1,98.5,,3,,,,764,32.7,
-18742,201901,94,22,I-11,69322,2,98.5,,2,0,0,0,784,,
-8203,201101,89,214,E-11,69322,2,98.5,,2,3,1,5,790,,
-2894,200701,88,36,F-10,69322,2,98.5,,2,6,1,6,848,,
-4425,200801,88,191,J-10,69322,1,98.6,,3,,,,678,22.2,
-18877,201901,94,40,G-08,69322,2,98.6,,2,2,1,5,764,,
-4047,200801,88,18,I-11,69322,2,98.6,,3,0,4,1,784,,
-4051,200801,88,25,H-09,69322,2,98.7,,2,3,1,5,710,,
-11691,200601,88,203,G-13,69322,2,98.8,,2,2,1,6,782,,
-4041,200801,88,11,F-12,69322,2,98.8,,3,6,2,4,824,,
-6124,201001,162,5,G-15,69322,1,98.9,,2,,,,774,,
-6151,201001,162,32,C-09,69322,2,98.9,,2,3,1,6,794,,
-13952,201501,94,25,E-09,69322,1,98.9,,2,,,,818,,
-2893,200701,88,35,G-10,69322,1,99,,2,,,,660,30,
1010910,200001,88,20,J-11,69322,1,99,,2,,,,704,,
1010687,200001,89,11,F-12,69322,2,99,,2,3,1,4,722,,
-5697,200901,88,204,I-13,69322,2,99,,2,3,1,5,724,,
1023466,200001,88,189,H-11,69322,1,99,118,2,,,,730,,
1010913,200001,88,23,G-11,69322,1,99,,2,,,,732,,
1010915,200001,88,25,E-11,69322,1,99,,2,,,,766,,
-16367,201701,94,30,D-09,69322,1,99,,2,,,,790,,
1010687,200001,89,11,F-12,69322,1,99,,2,,,,794,,
1063186,200101,88,21,F-10,69322,1,99,,2,,,,798,,
-2899,200701,88,41,D-10,69322,1,99,,3,,,,812,30,
-9750,201301,162,6,J-14,69322,1,99.1,,2,,,,826,31.2,
-4044,200801,88,15,F-11,69322,2,99.2,,2,2,1,5,684,,
-13934,201501,162,16,G-12,69322,2,99.2,,2,5,1,6,722,,
-9073,201201,89,27,J-10,69322,1,99.2,,2,,,,738,,
-6151,201001,162,32,C-09,69322,2,99.2,,2,0,0,1,762,,
-4844,200901,88,39,I-08,69322,2,99.2,,3,3,2,6,790,,
-4039,200801,88,9,H-13,69322,2,99.2,,3,6,2,6,798,,
-8196,201101,89,207,H-11,69322,2,99.2,,2,3,1,5,808,,
-4093,200801,89,8,H-14,69322,2,99.2,,3,6,2,5,812,,
-4096,200801,89,11,F-13,69322,2,99.2,,3,0,4,1,824,,
-6129,201001,162,10,I-13,69322,2,99.3,,2,3,1,5,518,,
-7502,201101,89,10,G-13,69322,1,99.3,,2,,,,688,,
-16323,201701,94,13,I-12,69322,2,99.3,,2,5,1,4,735,,
-16367,201701,94,30,D-09,69322,2,99.3,,2,5,1,4,765,,
-2827,200701,89,31,I-09,69322,2,99.3,,2,0,0,0,782,,
-2890,200701,88,32,J-10,69322,2,99.3,,3,0,4,1,808,,
-4817,200901,88,12,F-12,69322,2,99.4,,2,2,1,2,666,,
-4426,200801,88,192,J-11,69322,2,99.4,,2,0,0,1,722,,
-6371,201001,89,12,F-13,69322,2,99.4,,2,3,1,5,732,,
-11279,200601,134,27,E-09,69322,1,99.4,,2,,,,740,,
-4430,200801,88,196,H-13,69322,2,99.4,,2,2,1,5,762,,
-9062,201201,89,16,G-12,69322,1,99.4,,2,,,,788,,
-16346,201701,162,7,I-14,69322,2,99.4,,3,3,2,6,952,,
-6136,201001,162,17,H-11,69322,2,99.5,,2,2,1,5,648,,
-2819,200701,89,23,G-11,69322,2,99.5,,2,3,1,5,750,,
-2827,200701,89,31,I-09,69322,1,99.5,,2,,,,802,,
-9831,201301,162,27,C-09,69322,2,99.5,,2,2,1,6,814,,
-11707,200601,88,219,H-09,69322,1,99.5,,2,,,,820,30.8,
-18774,201901,162,22,F-10,69322,2,99.6,,2,3,1,6,730,,
-2890,200701,88,32,J-10,69322,2,99.6,,2,2,1,5,794,,
-11263,200601,134,11,E-12,69322,1,99.6,,3,,,,808,,
-6139,201001,162,20,J-10,69322,2,99.6,,3,0,4,1,808,,
-6138,201001,162,19,I-10,69322,2,99.6,,3,0,4,1,848,,
-4814,200901,88,9,G-14,69322,2,99.6,,3,3,2,6,920,,
-16327,201701,94,17,G-11,69322,1,99.7,,2,,,,715,,
-4047,200801,88,18,I-11,69322,2,99.7,,2,3,1,5,716,,
-4106,200801,89,21,G-10,69322,2,99.7,,2,3,1,5,722,,
-4436,200801,88,202,H-12,69322,2,99.7,,2,5,1,5,740,,
-4096,200801,89,11,F-13,69322,2,99.7,,3,6,2,5,840,,
-18762,201901,162,10,G-13,69322,1,99.7,,2,,,,886,,
-2813,200701,89,17,I-13,69322,2,99.7,,0,0,0,0,990,,
-4826,200901,88,21,I-10,69322,2,99.8,,2,3,1,5,686,,
-8487,201201,162,16,J-11,69322,1,99.8,,2,,,,712,,
-4813,200901,88,8,H-14,69322,1,99.8,,2,,,,750,,
-6131,201001,162,12,G-13,69322,1,99.8,,2,,,,752,,
-2886,200701,88,28,I-12,69322,2,99.8,,2,2,1,5,778,,
-4036,200801,88,6,K-13,69322,2,99.8,,3,6,2,6,842,,
-2886,200701,88,28,I-12,69322,1,99.8,,2,,,,868,32.7,
-4813,200901,88,8,H-14,69322,2,99.8,,3,3,2,6,886,,
-4812,200901,88,7,I-14,69322,2,99.9,,3,3,2,6,870,,
-2814,200701,89,18,H-13,69322,2,99.9,,3,3,2,4,934,,
1010687,200001,89,11,F-12,69322,1,100,,2,,,,670,,
1063181,200101,88,16,E-12,69322,2,100,,2,2,1,6,692,,
-7587,201101,162,23,I-10,69322,1,100,,2,,,,704,,
1010699,200001,89,23,I-10,69322,2,100,,2,3,1,5,712,,
-2891,200701,88,33,I-10,69322,2,100,,2,2,1,6,724,,
-4106,200801,89,21,G-10,69322,2,100,,2,3,1,5,764,,
-18741,201901,94,21,H-11,69322,1,100,,2,,,,770,,
1063169,200101,88,4,H-14,69322,1,100,,2,,,,786,,
1010897,200001,88,7,H-15,69322,1,100,,2,,,,788,,
1023483,200001,88,206,E-10,69322,1,100,117,2,,,,810,,
-4826,200901,88,21,I-10,69322,2,100,,3,0,4,1,836,,
1063407,200101,89,24,H-11,69322,1,100,,2,,,,848,,
1023466,200001,88,189,H-11,69322,1,100,121,2,,,,891,,
-4041,200801,88,11,F-12,69322,2,100,,3,6,2,6,894,,
1063401,200101,89,18,K-13,69322,1,100,,3,,,,910,,
-2821,200701,89,25,I-11,69322,2,100.1,,2,2,2,0,652,,
-18739,201901,94,19,F-11,69322,2,100.1,,2,2,1,6,736,,
-4054,200801,88,28,F-09,69322,2,100.1,,2,2,1,5,738,,
-2822,200701,89,26,J-11,69322,2,100.1,,2,3,1,5,740,,
-4093,200801,89,8,H-14,69322,2,100.1,,3,6,2,5,810,,
-4044,200801,88,15,F-11,69322,2,100.1,,2,3,1,5,898,,
-7584,201101,162,20,J-12,69322,2,100.2,,2,0,0,0,690,,
-16504,201701,94,58,K-06,69322,1,100.2,,2,,,,705,,
-8487,201201,162,16,J-11,69322,1,100.2,,2,,,,722,,
-18742,201901,94,22,I-11,69322,1,100.2,,2,,,,736,,
-6125,201001,162,6,H-15,69322,1,100.2,,2,,,,762,,
-2892,200701,88,34,H-10,69322,1,100.2,,2,,,,776,24,
-13944,201501,162,26,H-10,69322,2,100.2,,2,3,1,6,806,,
-8196,201101,89,207,H-11,69322,2,100.3,,2,2,1,5,812,,
-4439,200801,88,205,H-11,69322,2,100.3,,2,3,1,6,846,,
-4422,200801,88,188,I-08,69322,2,100.4,,3,5,1,5,672,,
-7508,201101,89,17,I-11,69322,1,100.4,,2,,,,762,,
-9064,201201,89,18,E-12,69322,1,100.4,,2,,,,768,,
-4818,200901,88,13,G-12,69322,2,100.4,,3,3,2,4,782,,
-16350,201701,162,11,G-13,69322,2,100.4,,2,2,1,5,796,,
-4044,200801,88,15,F-11,69322,2,100.4,,2,2,1,6,814,,
-2826,200701,89,30,J-09,69322,1,100.4,,2,,,,826,,
-4450,200801,88,216,E-10,69322,2,100.4,,2,5,1,5,858,,
-6383,201001,89,24,E-10,69322,2,100.4,,3,0,4,1,930,,
-4431,200801,88,197,G-13,69322,2,100.5,,2,3,1,5,742,,
-4814,200901,88,9,G-14,69322,2,100.5,,2,2,1,4,776,,
-17341,201701,94,231,H-11,69322,2,100.5,,2,2,1,6,796,,
-4108,200801,89,23,E-10,69322,2,100.5,,2,5,1,5,810,,
-2884,200701,88,26,G-12,69322,2,100.5,,2,2,1,6,812,,
-6128,201001,162,9,J-13,69322,1,100.5,,2,,,,816,,
-2879,200701,88,21,H-14,69322,2,100.5,,4,0,4,1,1034,,
-2894,200701,88,36,F-10,69322,2,100.6,,2,2,1,5,684,,
-2891,200701,88,33,I-10,69322,2,100.6,,2,3,1,5,688,,
-4826,200901,88,21,I-10,69322,2,100.6,,2,2,1,5,718,,
-6137,201001,162,18,I-11,69322,2,100.6,,3,0,4,1,722,,
-11689,200601,88,201,H-12,69322,1,100.6,,2,,,,760,20.3,
-16350,201701,162,11,G-13,69322,2,100.6,,2,2,1,5,764,,
-4094,200801,89,9,G-14,69322,2,100.6,,3,0,4,1,774,,
-4043,200801,88,14,E-11,69322,2,100.6,,3,0,4,1,852,,
-4052,200801,88,26,G-09,69322,2,100.6,,3,0,4,1,896,,
-18739,201901,94,19,F-11,69322,2,100.7,,2,3,1,6,740,,
-9872,201301,89,11,E-12,69322,2,100.7,,2,2,1,5,746,,
-5752,200901,89,195,I-10,69322,2,100.8,,2,3,1,5,792,,
-9894,201301,89,33,J-08,69322,2,100.8,,4,0,4,1,950,,
-4045,200801,88,16,G-11,69322,2,100.9,,2,3,1,5,708,,
-7584,201101,162,20,J-12,69322,1,100.9,,2,,,,752,,
-9061,201201,89,15,H-12,69322,1,100.9,,2,,,,776,,
-8197,201101,89,208,G-11,69322,2,100.9,,2,3,1,5,808,,
-4452,200801,88,218,F-09,69322,2,100.9,,2,2,1,5,862,,
-4812,200901,88,7,I-14,69322,2,100.9,,3,3,2,6,888,,
1010910,200001,88,20,J-11,69322,1,101,,2,,,,692,,
1010687,200001,89,11,F-12,69322,2,101,,2,3,1,4,716,,
1063188,200101,88,23,H-10,69322,2,101,,2,3,1,6,732,,
1063396,200101,89,13,F-13,69322,1,101,,2,,,,736,,
1023483,200001,88,206,E-10,69322,2,101,115,2,2,1,5,742,,
-11268,200601,134,16,I-11,69322,2,101,,2,3,1,4,742,,
-7502,201101,89,10,G-13,69322,2,101,,2,2,1,6,749,,
1063400,200101,89,17,J-13,69322,2,101,,2,3,1,5,754,,
1063406,200101,89,23,I-11,69322,2,101,,2,3,3,6,764,,
-2894,200701,88,36,F-10,69322,2,101,,2,5,1,5,800,,
1063407,200101,89,24,H-11,69322,2,101,,2,5,1,6,806,,
1063406,200101,89,23,I-11,69322,1,101,,2,,,,830,,
1063396,200101,89,13,F-13,69322,1,101,,2,,,,832,,
-5707,200901,88,214,D-10,69322,1,101,,2,,,,862,,
1063188,200101,88,23,H-10,69322,1,101,,2,,,,888,,
1063414,200101,89,31,F-09,69322,1,101,,2,,,,896,,
1063416,200101,89,33,H-09,69322,1,101,,2,,,,902,,
-2884,200701,88,26,G-12,69322,2,101.1,,2,2,1,5,616,,
-6128,201001,162,9,J-13,69322,2,101.1,,2,3,1,5,630,,
-11264,200601,134,12,E-11,69322,1,101.1,,2,,,,648,,
-7580,201101,162,16,F-12,69322,2,101.1,,2,3,1,6,766,,
-2819,200701,89,23,G-11,69322,2,101.1,,2,3,1,5,824,,
-6129,201001,162,10,I-13,69322,2,101.2,,2,3,1,3,636,,
-18773,201901,162,21,G-10,69322,2,101.2,,2,2,1,5,700,,
-2891,200701,88,33,I-10,69322,2,101.2,,2,2,1,5,732,,
-2816,200701,89,20,E-12,69322,2,101.2,,2,5,1,5,736,,
-4037,200801,88,7,J-13,69322,2,101.2,,2,2,1,5,770,,
-13930,201501,162,12,F-13,69322,1,101.2,,2,,,,772,,
-9280,201201,162,226,H-13,69322,1,101.2,,2,,,,782,,
-2885,200701,88,27,H-12,69322,2,101.2,,2,2,1,5,788,,
-18739,201901,94,19,F-11,69322,2,101.2,,2,2,1,6,810,,
-7572,201101,162,8,J-14,69322,2,101.2,,4,0,4,1,940,,
-6136,201001,162,17,H-11,69322,2,101.3,,2,2,1,5,708,,
-5694,200901,88,201,I-11,69322,2,101.3,,2,2,1,5,712,,
-4446,200801,88,212,G-11,69322,2,101.3,,2,2,1,6,738,,
-16365,201701,94,28,F-10,69322,2,101.3,,2,2,1,4,750,,
-16327,201701,94,17,G-11,69322,1,101.3,,2,,,,755,,
-9063,201201,89,17,F-12,69322,1,101.3,,2,,,,766,,
-18748,201901,94,28,I-09,69322,1,101.3,,2,,,,792,,
-9830,201301,162,26,D-09,69322,2,101.3,,2,2,1,5,852,,
-9867,201301,89,6,K-13,69322,1,101.3,,2,,,,872,,
-2829,200701,89,33,G-09,69322,2,101.4,,2,2,1,5,780,,
-6368,201001,89,9,H-14,69322,1,101.4,,2,,,,788,,
-11279,200601,134,27,E-09,69322,2,101.4,,2,2,1,5,796,,
-18877,201901,94,40,G-08,69322,1,101.4,,2,,,,824,,
-4105,200801,89,20,H-10,69322,2,101.4,,2,2,1,5,828,,
-9750,201301,162,6,J-14,69322,1,101.4,,2,,,,834,30.4,
-8196,201101,89,207,H-11,69322,1,101.4,,2,,,,844,,
-4814,200901,88,9,G-14,69322,2,101.4,,3,0,4,1,862,,
-7577,201101,162,13,F-13,69322,1,101.4,,2,,,,879,,
-9869,201301,89,8,I-13,69322,1,101.5,,2,,,,778,,
-16350,201701,162,11,G-13,69322,2,101.5,,2,2,1,5,790,,
-11681,200601,88,193,I-10,69322,2,101.5,,2,0,0,0,794,,
-9067,201201,89,21,E-11,69322,1,101.5,,2,,,,832,,
-17328,201701,94,218,D-09,69322,2,101.5,,2,2,1,6,972,,
-4817,200901,88,12,F-12,69322,2,101.6,,2,5,1,4,626,,
-6376,201001,89,17,J-12,69322,1,101.6,,2,,,,792,,
-11699,200601,88,211,H-10,69322,1,101.6,,0,,,,806,28.6,
-9073,201201,89,27,J-10,69322,1,101.6,,2,,,,822,,
-7579,201101,162,15,E-12,69322,1,101.6,,2,,,,848,,
-4433,200801,88,199,E-12,69322,2,101.6,,2,3,1,6,886,,
-5707,200901,88,214,D-10,69322,1,101.6,,2,,,,896,,
-18732,201901,94,12,H-13,69322,1,101.7,,2,,,,832,,
-6136,201001,162,17,H-11,69322,1,101.7,,2,,,,904,,
-11279,200601,134,27,E-09,69322,1,101.7,,2,,,,912,,
-2878,200701,88,20,I-14,69322,2,101.8,,3,3,2,2,820,,
-4433,200801,88,199,E-12,69322,2,101.8,,2,2,1,5,836,,
-2815,200701,89,19,G-13,69322,1,101.8,,2,,,,840,,
-13934,201501,162,16,G-12,69322,2,101.9,,2,3,1,5,766,,
-9375,201201,162,231,F-12,69322,1,101.9,,2,,,,768,,
-6369,201001,89,10,G-14,69322,1,101.9,,2,,,,826,,
-7573,201101,162,9,I-14,69322,2,101.9,,4,0,4,1,850,,
-4813,200901,88,8,H-14,69322,2,101.9,,3,3,2,6,910,,
1063181,200101,88,16,E-12,69322,2,102,,2,5,1,6,622,,
-4441,200801,88,207,H-09,69322,2,102,,2,3,1,5,678,,
-4105,200801,89,20,H-10,69322,2,102,,2,5,1,5,730,,
-4106,200801,89,21,G-10,69322,2,102,,2,5,1,5,780,,
1063183,200101,88,18,E-11,69322,1,102,,2,,,,788,,
-2893,200701,88,35,G-10,69322,1,102,,2,,,,796,27.1,
-17336,201701,94,226,G-13,69322,2,102,,2,3,1,5,804,,
1010687,200001,89,11,F-12,69322,2,102,,2,3,1,4,808,,
-4445,200801,88,211,G-10,69322,2,102,,2,3,1,6,812,,
1063177,200101,88,12,I-12,69322,2,102,,2,0,0,0,814,,
1063181,200101,88,16,E-12,69322,1,102,,2,,,,818,,
1063406,200101,89,23,I-11,69322,1,102,,2,,,,856,,
1063414,200101,89,31,F-09,69322,1,102,,2,,,,860,,
-4106,200801,89,21,G-10,69322,2,102,,2,2,1,5,860,,
1023483,200001,88,206,E-10,69322,1,102,125,2,,,,862,,
1063408,200101,89,25,G-11,69322,1,102,,2,,,,870,,
1063188,200101,88,23,H-10,69322,1,102,,2,,,,875,,
1063169,200101,88,4,H-14,69322,1,102,,2,,,,880,,
1063414,200101,89,31,F-09,69322,1,102,,2,,,,890,,
-2886,200701,88,28,I-12,69322,2,102,,4,6,2,5,904,,
-4038,200801,88,8,I-13,69322,2,102,,3,6,2,6,930,,
-11695,200601,88,207,E-11,69322,2,102.1,,2,2,1,6,746,,
-11261,200601,134,9,H-13,69322,2,102.1,,3,3,2,4,800,,
-8196,201101,89,207,H-11,69322,1,102.1,,2,,,,824,,
-4426,200801,88,192,J-11,69322,2,102.1,,2,2,1,5,842,,
-13934,201501,162,16,G-12,69322,1,102.1,,2,,,,882,,
-4430,200801,88,196,H-13,69322,1,102.1,,2,,,,898,15.7,
-2813,200701,89,17,I-13,69322,2,102.1,,0,0,0,0,1058,,
-11286,200601,134,34,G-07,69322,2,102.1,,2,5,1,4,1108,,
-4423,200801,88,189,I-09,69322,2,102.2,,2,2,1,5,762,,
-13934,201501,162,16,G-12,69322,2,102.2,,2,3,1,6,798,,
-2890,200701,88,32,J-10,69322,2,102.2,,2,2,1,5,844,,
-8196,201101,89,207,H-11,69322,2,102.2,,2,2,1,5,901,,
-7584,201101,162,20,J-12,69322,1,102.3,,2,,,,690,,
-2906,200701,88,48,I-08,69322,1,102.3,,2,,,,728,30,
-11288,200601,134,36,I-07,69322,1,102.3,,0,,,,747,,
-11286,200601,134,34,G-07,69322,2,102.3,,2,5,1,5,752,,
-2890,200701,88,32,J-10,69322,1,102.3,,2,,,,790,30.5,
-18751,201901,94,31,F-09,69322,2,102.3,,2,2,1,6,802,,
-13935,201501,162,17,H-12,69322,1,102.3,,2,,,,836,,
-6128,201001,162,9,J-13,69322,2,102.3,,3,0,4,1,884,,
-5691,200901,88,198,G-10,69322,1,102.3,,2,,,,892,,
-4427,200801,88,193,J-12,69322,2,102.3,,2,2,1,6,918,,
-2812,200701,89,16,J-13,69322,2,102.3,,3,6,2,6,1144,,
-2885,200701,88,27,H-12,69322,2,102.4,,2,2,1,6,744,,
-2905,200701,88,47,H-08,69322,1,102.4,,2,,,,784,27.9,
-11278,200601,134,26,F-09,69322,1,102.4,,2,,,,788,,
-5751,200901,89,194,I-09,69322,2,102.4,,2,2,1,4,816,,
-17331,201701,94,221,G-10,69322,1,102.4,,2,,,,888,30.7,
-4434,200801,88,200,F-12,69322,2,102.4,,2,3,1,5,896,,
-8195,201101,89,206,H-12,69322,2,102.5,,2,2,1,5,794,,
-4424,200801,88,190,I-10,69322,2,102.5,,2,5,1,5,798,,
-11289,200601,134,37,J-07,69322,1,102.5,,2,,,,826,,
-11700,200601,88,212,G-10,69322,1,102.5,,2,,,,840,29.2,
-8196,201101,89,207,H-11,69322,1,102.5,,2,,,,844,,
-13946,201501,162,28,F-10,69322,1,102.5,,2,,,,846,,
-11267,200601,134,15,H-11,69322,1,102.6,,2,,,,820,,
-6144,201001,162,25,J-09,69322,2,102.6,,3,0,0,1,830,,
-6128,201001,162,9,J-13,69322,1,102.6,,2,,,,834,,
-9873,201301,89,12,E-11,69322,2,102.6,,2,3,1,5,836,,
-4424,200801,88,190,I-10,69322,1,102.6,,3,,,,854,34.5,
-18752,201901,94,32,E-09,69322,2,102.6,,2,2,1,6,874,,
-13966,201501,94,9,I-13,69322,1,102.6,,2,,,,880,,
-6136,201001,162,17,H-11,69322,2,102.6,,2,3,1,5,882,,
-9877,201301,89,16,H-11,69322,1,102.6,,2,,,,886,,
-16364,201701,94,27,G-10,69322,2,102.6,,2,2,1,5,910,,
-11690,200601,88,202,G-12,69322,1,102.7,,2,,,,772,29.1,
-11286,200601,134,34,G-07,69322,1,102.7,,2,,,,792,,
-4423,200801,88,189,I-09,69322,2,102.7,,2,3,1,5,840,,
-4423,200801,88,189,I-09,69322,2,102.7,,2,3,1,5,860,,
-13927,201501,162,9,H-14,69322,1,102.7,,2,,,,900,,
-4439,200801,88,205,H-11,69322,2,102.8,,2,3,1,6,702,,
-13933,201501,162,15,E-11,69322,2,102.8,,2,3,1,6,706,,
-4446,200801,88,212,G-11,69322,2,102.8,,2,2,1,6,834,,
-4844,200901,88,39,I-08,69322,2,102.8,,3,3,2,6,846,,
-11278,200601,134,26,F-09,69322,2,102.8,,2,5,1,5,864,,
-2891,200701,88,33,I-10,69322,2,102.8,,4,6,2,6,912,,
-6136,201001,162,17,H-11,69322,2,102.9,,2,3,1,5,788,,
-17342,201701,94,232,H-10,69322,2,102.9,,2,0,0,0,788,,
-4430,200801,88,196,H-13,69322,2,102.9,,2,2,1,5,860,,
1010687,200001,89,11,F-12,69322,1,103,,2,,,,696,,
1010684,200001,89,8,G-14,69322,1,103,,2,,,,802,,
