"","ACCESS_ID","HAULJOIN","CRUISE","VESSEL","HAUL","GIS_STATION","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","CHELA_HEIGHT","COMMENTS","YEAR","log10.width","log10.weight","log.width","log.weight","Cooks_D","SC"
"1664",NA,-17986,201801,94,169,"L-26",68560,1,NA,45.7,2,NA,NA,NA,30,5.6,NA,"2018",1.65991620006985,1.47712125471966,3.82209829790016,3.40119738166216,7.17624892674381e-05,"NS"
"1667",1447,-6576,201001,162,133,"JI2019",68560,1,NA,45.8,2,NA,NA,NA,26,5.2,NA,"2010",1.66086547800387,1.41497334797082,3.82428409112014,3.25809653802148,0.000113205128171382,"NS"
"1669",NA,-11742,201401,162,33,"C-07",68560,1,NA,45.8,2,NA,NA,NA,28,5.9,NA,"2014",1.66086547800387,1.44715803134222,3.82428409112014,3.3322045101752,1.40326086393744e-06,"NS"
"1673",NA,-17723,201801,162,64,"D-04",68560,1,NA,45.8,2,NA,NA,NA,30,6.5,NA,"2018",1.66086547800387,1.47712125471966,3.82428409112014,3.40119738166216,5.80336869949087e-05,"NS"
"1674",NA,-17684,201801,162,53,"I-06",68560,1,NA,45.8,2,NA,NA,NA,30,6.4,NA,"2018",1.66086547800387,1.47712125471966,3.82428409112014,3.40119738166216,5.80336869949087e-05,"NS"
"1678",4473,-6386,201001,89,27,"C-08",68560,1,NA,45.9,2,NA,NA,NA,30,5.7,NA,"2010",1.66181268553726,1.47712125471966,3.8264651170665,3.40119738166216,4.5840936807712e-05,"NS"
"1685",NA,-17662,201801,94,90,"I-02",68560,1,NA,45.9,2,NA,NA,NA,28,5.8,NA,"2018",1.66181268553726,1.44715803134222,3.8264651170665,3.3322045101752,4.04379928897705e-06,"NS"
"1686",NA,-17977,201801,94,157,"N-24",68560,1,NA,45.9,2,NA,NA,NA,30,5.9,NA,"2018",1.66181268553726,1.47712125471966,3.8264651170665,3.40119738166216,4.5840936807712e-05,"NS"
"1687",NA,-17607,201801,94,35,"B-08",68560,1,NA,45.9,2,NA,NA,NA,30,5.6,NA,"2018",1.66181268553726,1.47712125471966,3.8264651170665,3.40119738166216,4.5840936807712e-05,"NS"
"1693",949,1063350,200101,89,85,"C-01",68560,1,NA,46,2,NA,NA,NA,26,NA,NA,"2001",1.66275783168157,1.41497334797082,3.8286413964891,3.25809653802148,0.000149855787104795,"NS"
"1694",953,1010777,200001,89,101,"F-20",68560,1,NA,46,2,NA,NA,NA,26,NA,NA,"2000",1.66275783168157,1.41497334797082,3.8286413964891,3.25809653802148,0.000149855787104795,"NS"
"1695",962,1063303,200101,89,125,"I-21",68560,1,NA,46,2,NA,NA,NA,28,NA,NA,"2001",1.66275783168157,1.44715803134222,3.8286413964891,3.3322045101752,8.01740708836723e-06,"NS"
"1697",2188,-3414,200701,88,72,"D-04",68560,1,NA,46,2,NA,NA,NA,28,4.8,NA,"2007",1.66275783168157,1.44715803134222,3.8286413964891,3.3322045101752,8.01740708836723e-06,"NS"
"1699",NA,-11810,201401,162,72,"D-03",68560,1,NA,46,2,NA,NA,NA,30,4.6,NA,"2014",1.66275783168157,1.47712125471966,3.8286413964891,3.40119738166216,3.51536464187736e-05,"NS"
"1701",NA,-17903,201801,162,147,"O-26",68560,1,NA,46,2,NA,NA,NA,28,5.7,NA,"2018",1.66275783168157,1.44715803134222,3.8286413964891,3.3322045101752,8.01740708836723e-06,"NS"
"1710",25,-7920,201101,89,83,"B-03",68560,1,NA,46.1,2,NA,NA,NA,35,6.1,NA,"2011",1.66370092538965,1.54406804435028,3.8308129500026,3.55534806148941,0.000606164182887061,"NS"
"1711",NA,-18024,201801,162,165,"N-27",68560,1,NA,46.1,2,NA,NA,NA,30,5.7,NA,"2018",1.66370092538965,1.47712125471966,3.8308129500026,3.40119738166216,2.59417736798848e-05,"NS"
"1712",NA,-17826,201801,162,101,"JI1918",68560,1,NA,46.1,2,NA,NA,NA,26,5.1,NA,"2018",1.66370092538965,1.41497334797082,3.8308129500026,3.25809653802148,0.000169886358377242,"NS"
"1713",NA,-17977,201801,94,157,"N-24",68560,1,NA,46.1,2,NA,NA,NA,30,5.5,NA,"2018",1.66370092538965,1.47712125471966,3.8308129500026,3.40119738166216,2.59417736798848e-05,"NS"
"1716",1947,-6875,201001,162,186,"O-25",68560,1,NA,46.2,2,NA,NA,NA,30,NA,NA,"2010",1.66464197555613,1.47712125471966,3.83297979808769,3.40119738166216,1.81758180189873e-05,"NS"
"1717",NA,-9052,201201,89,6,"H-14",68560,1,NA,46.2,2,NA,NA,NA,28,5.6,NA,"2012",1.66464197555613,1.44715803134222,3.83297979808769,3.3322045101752,1.98526836924496e-05,"NS"
"1718",NA,-8926,201201,89,117,"K-20",68560,1,NA,46.2,2,NA,NA,NA,28,5.7,NA,"2012",1.66464197555613,1.44715803134222,3.83297979808769,3.3322045101752,1.98526836924496e-05,"NS"
"1719",NA,-8720,201201,162,164,"ON2524",68560,1,NA,46.2,2,NA,NA,NA,30,6,NA,"2012",1.66464197555613,1.47712125471966,3.83297979808769,3.40119738166216,1.81758180189873e-05,"NS"
"1720",NA,-11994,201401,94,119,"E-21",68560,1,NA,46.2,2,NA,NA,NA,30,5.4,NA,"2014",1.66464197555613,1.47712125471966,3.83297979808769,3.40119738166216,1.81758180189873e-05,"NS"
"1721",NA,-11994,201401,94,119,"E-21",68560,1,NA,46.2,2,NA,NA,NA,30,5.3,NA,"2014",1.66464197555613,1.47712125471966,3.83297979808769,3.40119738166216,1.81758180189873e-05,"NS"
"1724",NA,-17975,201801,94,163,"H-25",68560,1,NA,46.2,2,NA,NA,NA,28,5.2,NA,"2018",1.66464197555613,1.44715803134222,3.83297979808769,3.3322045101752,1.98526836924496e-05,"NS"
"1732",NA,-17823,201801,162,98,"K-19",68560,1,NA,46.3,2,NA,NA,NA,30,5.7,NA,"2018",1.66558099101795,1.47712125471966,3.83514196109219,3.40119738166216,1.18268120146502e-05,"NS"
"1733",NA,-17695,201801,162,51,"J-05",68560,1,NA,46.3,2,NA,NA,NA,28,4.3,NA,"2018",1.66558099101795,1.44715803134222,3.83514196109219,3.3322045101752,2.76600693584349e-05,"NS"
"1735",NA,-17984,201801,94,167,"J-25",68560,1,NA,46.3,2,NA,NA,NA,24,5.3,NA,"2018",1.66558099101795,1.38021124171161,3.83514196109219,3.17805383034795,0.000609787618014455,"NS"
"1736",NA,-18035,201801,94,198,"L-28",68560,1,NA,46.3,2,NA,NA,NA,32,5.3,NA,"2018",1.66558099101795,1.50514997831991,3.83514196109219,3.46573590279973,0.000133997455475244,"NS"
"1738",371,-6153,201001,162,34,"C-07",68560,1,NA,46.4,2,NA,NA,NA,28,5.3,NA,"2010",1.66651798055488,1.44715803134222,3.83729945923221,3.3322045101752,3.66919419137192e-05,"NS"
"1742",NA,-8583,201201,162,119,"L-19",68560,1,NA,46.4,2,NA,NA,NA,35,7,NA,"2012",1.66651798055488,1.54406804435028,3.83729945923221,3.55534806148941,0.000484398532402973,"NS"
"1752",1326,-6562,201001,162,118,"K-27",68560,1,NA,46.5,2,NA,NA,NA,30,6.1,NA,"2010",1.66745295288995,1.47712125471966,3.83945231259331,3.40119738166216,3.26639543141046e-06,"NS"
"1755",NA,-11811,201401,162,73,"E-03",68560,1,NA,46.5,2,NA,NA,NA,32,6,NA,"2014",1.66745295288995,1.50514997831991,3.83945231259331,3.46573590279973,9.81227084118106e-05,"NS"
"1763",NA,-15591,201601,94,116,"HG2221",68560,1,NA,46.6,2,NA,NA,NA,26,5.5,NA,"2016",1.66838591669,1.41497334797082,3.8416005411316,3.25809653802148,0.000286099143821769,"NS"
"1766",NA,-17817,201801,94,126,"H-20",68560,1,NA,46.6,2,NA,NA,NA,28,5.8,NA,"2018",1.66838591669,1.44715803134222,3.8416005411316,3.3322045101752,5.83260856749214e-05,"NS"
"1767",NA,-17973,201801,94,161,"F-25",68560,1,NA,46.6,2,NA,NA,NA,26,5.8,NA,"2018",1.66838591669,1.41497334797082,3.8416005411316,3.25809653802148,0.000286099143821769,"NS"
"1769",2378,-3673,200701,88,153,"I-26",68560,1,NA,46.7,2,NA,NA,NA,30,5.4,NA,"2007",1.66931688056611,1.47712125471966,3.84374416467485,3.40119738166216,3.91358190356653e-08,"NS"
"1771",NA,-11959,201401,162,95,"N-21",68560,1,NA,46.7,2,NA,NA,NA,34,7.7,NA,"2014",1.66931688056611,1.53147891704226,3.84374416467485,3.52636052461616,0.000250584065393601,"NS"
"1772",NA,-17826,201801,162,101,"JI1918",68560,1,NA,46.7,2,NA,NA,NA,26,5.4,NA,"2018",1.66931688056611,1.41497334797082,3.84374416467485,3.25809653802148,0.000312387518538545,"NS"
"1773",NA,-17720,201801,162,61,"F-03",68560,1,NA,46.7,2,NA,NA,NA,30,5.9,NA,"2018",1.66931688056611,1.47712125471966,3.84374416467485,3.40119738166216,3.91358190356653e-08,"NS"
"1777",NA,-9031,201201,162,189,"F-25",68560,1,NA,46.8,2,NA,NA,NA,32,5.6,NA,"2012",1.67024585307412,1.50514997831991,3.8458832029236,3.46573590279973,5.53964094801599e-05,"NS"
"1780",NA,-17660,201801,94,88,"G-02",68560,1,NA,46.8,2,NA,NA,NA,30,5.8,NA,"2018",1.67024585307412,1.47712125471966,3.8458832029236,3.40119738166216,3.58454055520176e-07,"NS"
"1784",NA,-17681,201801,162,75,"B-02",68560,1,NA,46.8,2,NA,NA,NA,26,5.4,NA,"2018",1.67024585307412,1.41497334797082,3.8458832029236,3.25809653802148,0.000339637933377002,"NS"
"1785",94,-11539,200601,88,51,"D-06",68560,1,NA,46.9,2,NA,NA,NA,32,5.6,NA,"2006",1.67117284271508,1.50514997831991,3.84801767545223,3.46573590279973,4.39968091500197e-05,"NS"
"1787",975,-6546,201001,162,100,"C-01",68560,1,NA,46.9,2,NA,NA,NA,30,6.1,NA,"2010",1.67117284271508,1.47712125471966,3.84801767545223,3.40119738166216,1.93165845221197e-06,"NS"
"1790",NA,-18024,201801,162,165,"N-27",68560,1,NA,46.9,2,NA,NA,NA,28,5.8,NA,"2018",1.67117284271508,1.44715803134222,3.84801767545223,3.3322045101752,9.93294532852915e-05,"NS"
"1802",960,1063303,200101,89,125,"I-21",68560,1,NA,47,2,NA,NA,NA,28,NA,NA,"2001",1.67209785793572,1.44715803134222,3.85014760171006,3.3322045101752,0.000115181410374522,"NS"
"1803",961,1063303,200101,89,125,"I-21",68560,1,NA,47,2,NA,NA,NA,28,NA,NA,"2001",1.67209785793572,1.44715803134222,3.85014760171006,3.3322045101752,0.000115181410374522,"NS"
"1804",963,1063187,200101,88,22,"G-10",68560,1,NA,47,2,NA,NA,NA,30,NA,NA,"2001",1.67209785793572,1.47712125471966,3.85014760171006,3.40119738166216,4.73328876485406e-06,"NS"
"1808",4797,-6420,201001,89,61,"C-04",68560,1,NA,47,2,NA,NA,NA,30,5.9,NA,"2010",1.67209785793572,1.47712125471966,3.85014760171006,3.40119738166216,4.73328876485406e-06,"NS"
"1811",NA,-17828,201801,162,103,"IH1918",68560,1,NA,47,2,NA,NA,NA,30,5.4,NA,"2018",1.67209785793572,1.47712125471966,3.85014760171006,3.40119738166216,4.73328876485406e-06,"NS"
"1815",1328,-6562,201001,162,118,"K-27",68560,1,NA,47.1,2,NA,NA,NA,26,6,NA,"2010",1.6730209071289,1.41497334797082,3.85227300102237,3.25809653802148,0.000426944434409769,"NS"
"1817",NA,-11982,201401,162,118,"HG2221",68560,1,NA,47.1,2,NA,NA,NA,32,5.7,NA,"2014",1.6730209071289,1.50514997831991,3.85227300102237,3.46573590279973,2.52968156798365e-05,"NS"
"1818",2168,-2921,200701,88,63,"D-06",68560,1,NA,47.2,2,NA,NA,NA,32,5.4,NA,"2007",1.67394199863409,1.50514997831991,3.85439389259151,3.46573590279973,1.79432878971869e-05,"NS"
"1819",2183,-3414,200701,88,72,"D-04",68560,1,NA,47.2,2,NA,NA,NA,34,5.4,NA,"2007",1.67394199863409,1.53147891704226,3.85439389259151,3.52636052461616,0.000137358416165973,"NS"
"1822",446,-6169,201001,162,50,"G-05",68560,1,NA,47.2,2,NA,NA,NA,30,6.6,NA,"2010",1.67394199863409,1.47712125471966,3.85439389259151,3.40119738166216,1.39223309185969e-05,"NS"
"1824",22,-7920,201101,89,83,"B-03",68560,1,NA,47.2,2,NA,NA,NA,32,6,NA,"2011",1.67394199863409,1.50514997831991,3.85439389259151,3.46573590279973,1.79432878971869e-05,"NS"
"1826",NA,-11785,201401,162,63,"C-06",68560,1,NA,47.2,2,NA,NA,NA,30,5.8,NA,"2014",1.67394199863409,1.47712125471966,3.85439389259151,3.40119738166216,1.39223309185969e-05,"NS"
"1828",NA,-17804,201801,94,113,"L-20",68560,1,NA,47.2,2,NA,NA,NA,36,6.8,NA,"2018",1.67394199863409,1.55630250076729,3.85439389259151,3.58351893845611,0.000352543795542625,"NS"
"1829",NA,-17720,201801,162,61,"F-03",68560,1,NA,47.2,2,NA,NA,NA,26,5.5,NA,"2018",1.67394199863409,1.41497334797082,3.85439389259151,3.25809653802148,0.000457828178929387,"NS"
"1830",NA,-17978,201801,94,158,"M-24",68560,1,NA,47.2,2,NA,NA,NA,30,5.8,NA,"2018",1.67394199863409,1.47712125471966,3.85439389259151,3.40119738166216,1.39223309185969e-05,"NS"
"1831",NA,-17979,201801,94,159,"L-24",68560,1,NA,47.2,2,NA,NA,NA,32,6.1,NA,"2018",1.67394199863409,1.50514997831991,3.85439389259151,3.46573590279973,1.79432878971869e-05,"NS"
"1833",1183,-6557,201001,162,113,"H-24",68560,1,NA,47.3,2,NA,NA,NA,30,5.9,NA,"2010",1.67486114073781,1.47712125471966,3.85651029549789,3.40119738166216,2.02611452672009e-05,"NS"
"1834",1197,-6557,201001,162,113,"H-24",68560,1,NA,47.3,2,NA,NA,NA,34,5.9,NA,"2010",1.67486114073781,1.53147891704226,3.85651029549789,3.52636052461616,0.000119124836028307,"NS"
"1835",NA,-11754,201401,162,36,"F-07",68560,1,NA,47.3,2,NA,NA,NA,32,6.1,NA,"2014",1.67486114073781,1.50514997831991,3.85651029549789,3.46573590279973,1.18861118862213e-05,"NS"
"1838",NA,-11785,201401,162,63,"C-06",68560,1,NA,47.3,2,NA,NA,NA,30,5.7,NA,"2014",1.67486114073781,1.47712125471966,3.85651029549789,3.40119738166216,2.02611452672009e-05,"NS"
"1839",NA,-17807,201801,94,116,"J-21",68560,1,NA,47.3,2,NA,NA,NA,36,6.4,NA,"2018",1.67486114073781,1.55630250076729,3.85651029549789,3.58351893845611,0.000322357845676945,"NS"
"1840",NA,-17653,201801,94,66,"H-06",68560,1,NA,47.3,2,NA,NA,NA,30,5.8,NA,"2018",1.67486114073781,1.47712125471966,3.85651029549789,3.40119738166216,2.02611452672009e-05,"NS"
"1841",NA,-17988,201801,94,171,"N-26",68560,1,NA,47.3,2,NA,NA,NA,30,6,NA,"2018",1.67486114073781,1.47712125471966,3.85651029549789,3.40119738166216,2.02611452672009e-05,"NS"
"1843",12,-7917,201101,89,80,"E-03",68560,1,NA,47.4,2,NA,NA,NA,38,5.2,NA,"2011",1.67577834167409,1.57978359661681,3.85862222870103,3.63758615972639,0.00056557489492094,"NS"
"1846",NA,-11959,201401,162,95,"N-21",68560,1,NA,47.4,2,NA,NA,NA,32,6.7,NA,"2014",1.67577834167409,1.50514997831991,3.85862222870103,3.46573590279973,7.09990270647197e-06,"NS"
"1853",1331,-6562,201001,162,118,"K-27",68560,1,NA,47.5,2,NA,NA,NA,30,5.9,NA,"2010",1.67669360962487,1.47712125471966,3.8607297110406,3.40119738166216,3.63092440621823e-05,"NS"
"1854",1335,-6562,201001,162,118,"K-27",68560,1,NA,47.5,2,NA,NA,NA,30,6.5,NA,"2010",1.67669360962487,1.47712125471966,3.8607297110406,3.40119738166216,3.63092440621823e-05,"NS"
"1857",5024,-6448,201001,89,90,"E-02",68560,1,NA,47.5,2,NA,NA,NA,34,6.1,NA,"2010",1.67669360962487,1.53147891704226,3.8607297110406,3.52636052461616,8.68497670502256e-05,"NS"
"1858",NA,-8583,201201,162,119,"L-19",68560,1,NA,47.5,2,NA,NA,NA,30,6,NA,"2012",1.67669360962487,1.47712125471966,3.8607297110406,3.40119738166216,3.63092440621823e-05,"NS"
"1860",NA,-18018,201801,162,159,"I-26",68560,1,NA,47.5,2,NA,NA,NA,28,NA,NA,"2018",1.67669360962487,1.44715803134222,3.8607297110406,3.3322045101752,0.000209793822581862,"NS"
"1863",NA,-17701,201801,162,69,"C-18",68560,1,NA,47.5,2,NA,NA,NA,32,5.8,NA,"2018",1.67669360962487,1.50514997831991,3.8607297110406,3.46573590279973,3.55973537023947e-06,"NS"
"1866",1186,-6557,201001,162,113,"H-24",68560,1,NA,47.6,2,NA,NA,NA,32,5.9,NA,"2010",1.67760695272049,1.50514997831991,3.86283276123737,3.46573590279973,1.24113779653924e-06,"NS"
"1868",NA,-11810,201401,162,72,"D-03",68560,1,NA,47.6,2,NA,NA,NA,26,3.6,NA,"2014",1.67760695272049,1.41497334797082,3.86283276123737,3.25809653802148,0.000589734675770335,"NS"
"1870",NA,-17699,201801,162,68,"D-18",68560,1,NA,47.6,2,NA,NA,NA,34,6.4,NA,"2018",1.67760695272049,1.53147891704226,3.86283276123737,3.52636052461616,7.2755573890296e-05,"NS"
"1873",637,-6179,201001,162,60,"G-03",68560,1,NA,47.7,2,NA,NA,NA,28,6.2,NA,"2010",1.67851837904011,1.44715803134222,3.8649313978943,3.3322045101752,0.000254398924001119,"NS"
"1878",NA,-17988,201801,94,171,"N-26",68560,1,NA,47.7,2,NA,NA,NA,30,5.8,NA,"2018",1.67851837904011,1.47712125471966,3.8649313978943,3.40119738166216,5.66989385087461e-05,"NS"
"1879",NA,-17988,201801,94,171,"N-26",68560,1,NA,47.7,2,NA,NA,NA,30,6.2,NA,"2018",1.67851837904011,1.47712125471966,3.8649313978943,3.40119738166216,5.66989385087461e-05,"NS"
"1883",NA,-8605,201201,162,133,"GF2221",68560,1,NA,47.8,2,NA,NA,NA,30,5.9,NA,"2012",1.67942789661212,1.47712125471966,3.86702563949741,3.40119738166216,6.84663538325782e-05,"NS"
"1887",464,-6170,201001,162,51,"F-05",68560,1,NA,47.9,2,NA,NA,NA,26,5.6,NA,"2010",1.68033551341456,1.41497334797082,3.86911550441687,3.25809653802148,0.000696922367602867,"NS"
"1888",1596,-6583,201001,162,140,"GF2221",68560,1,NA,47.9,2,NA,NA,NA,30,5.8,NA,"2010",1.68033551341456,1.47712125471966,3.86911550441687,3.40119738166216,8.12533699861812e-05,"NS"
"1891",NA,-17699,201801,162,68,"D-18",68560,1,NA,47.9,2,NA,NA,NA,28,5.9,NA,"2018",1.68033551341456,1.44715803134222,3.86911550441687,3.3322045101752,0.000302619465150496,"NS"
"1899",964,1063303,200101,89,125,"I-21",68560,1,NA,48,2,NA,NA,NA,30,NA,NA,"2001",1.68124123737559,1.47712125471966,3.87120101090789,3.40119738166216,9.50389161124413e-05,"NS"
"1900",965,1010748,200001,89,72,"F-04",68560,1,NA,48,2,NA,NA,NA,32,NA,NA,"2000",1.68124123737559,1.50514997831991,3.87120101090789,3.46573590279973,3.70846986751595e-06,"NS"
"1901",3455,-4224,200801,89,63,"C-04",68560,1,NA,48,2,NA,NA,NA,30,NA,NA,"2008",1.68124123737559,1.47712125471966,3.87120101090789,3.40119738166216,9.50389161124413e-05,"NS"
"1904",NA,-8926,201201,89,117,"K-20",68560,1,NA,48,2,NA,NA,NA,32,6.1,NA,"2012",1.68124123737559,1.50514997831991,3.87120101090789,3.46573590279973,3.70846986751595e-06,"NS"
"1905",NA,-9381,201201,162,237,"B-08",68560,1,NA,48,2,NA,NA,NA,32,5.5,NA,"2012",1.68124123737559,1.50514997831991,3.87120101090789,3.46573590279973,3.70846986751595e-06,"NS"
"1920",NA,-17012,201701,162,149,"N-28",68560,1,NA,48.1,2,NA,NA,NA,36,6.4,NA,"2017",1.68214507637383,1.55630250076729,3.87328217711172,3.58351893845611,0.000133906237036553,"NS"
"1921",2200,-3436,200701,88,94,"E-02",68560,1,NA,48.2,2,NA,NA,NA,34,5.2,NA,"2007",1.68304703823885,1.53147891704226,3.87535902105655,3.52636052461616,1.52092315088829e-05,"NS"
"1924",60,-7959,201101,89,122,"K-21",68560,1,NA,48.2,2,NA,NA,NA,30,6.2,NA,"2011",1.68304703823885,1.47712125471966,3.87535902105655,3.40119738166216,0.000125523320884711,"NS"
"1929",606,-6177,201001,162,58,"E-03",68560,1,NA,48.3,2,NA,NA,NA,34,5.7,NA,"2010",1.68394713075151,1.53147891704226,3.87743156065853,3.52636052461616,9.89640400260751e-06,"NS"
"1931",6,-7915,201101,89,78,"C-05",68560,1,NA,48.3,2,NA,NA,NA,32,5.9,NA,"2011",1.68394713075151,1.50514997831991,3.87743156065853,3.46573590279973,1.72512089847595e-05,"NS"
"1939",259,-6147,201001,162,28,"G-09",68560,1,NA,48.4,2,NA,NA,NA,32,6.5,NA,"2010",1.68484536164441,1.50514997831991,3.87949981372259,3.46573590279973,2.38762839225981e-05,"NS"
"1942",NA,-9090,201201,89,75,"I-04",68560,1,NA,48.4,2,NA,NA,NA,32,6.3,NA,"2012",1.68484536164441,1.50514997831991,3.87949981372259,3.46573590279973,2.38762839225981e-05,"NS"
"1944",NA,-17808,201801,94,117,"JI2120",68560,1,NA,48.4,2,NA,NA,NA,30,5.8,NA,"2018",1.68484536164441,1.47712125471966,3.87949981372259,3.40119738166216,0.000159758938975322,"NS"
"1948",989,-6546,201001,162,100,"C-01",68560,1,NA,48.5,2,NA,NA,NA,36,6.9,NA,"2010",1.68574173860226,1.55630250076729,3.88156379794344,3.58351893845611,7.23151558120996e-05,"NS"
"1951",NA,-11961,201401,162,97,"L-21",68560,1,NA,48.5,2,NA,NA,NA,32,6.9,NA,"2014",1.68574173860226,1.50514997831991,3.88156379794344,3.46573590279973,3.15219512868999e-05,"NS"
"1956",2184,-3414,200701,88,72,"D-04",68560,1,NA,48.6,2,NA,NA,NA,36,6.2,NA,"2007",1.68663626926229,1.55630250076729,3.88362353090645,3.58351893845611,6.00502205218528e-05,"NS"
"1962",NA,-17684,201801,162,53,"I-06",68560,1,NA,48.6,2,NA,NA,NA,32,6,NA,"2018",1.68663626926229,1.50514997831991,3.88362353090645,3.46573590279973,4.01679039172546e-05,"NS"
"1965",1323,-6562,201001,162,118,"K-27",68560,1,NA,48.7,2,NA,NA,NA,36,5.9,NA,"2010",1.68752896121463,1.55630250076729,3.88567903008854,3.58351893845611,4.89921949442464e-05,"NS"
"1967",NA,-17658,201801,94,86,"E-02",68560,1,NA,48.7,2,NA,NA,NA,36,8.2,NA,"2018",1.68752896121463,1.55630250076729,3.88567903008854,3.58351893845611,4.89921949442464e-05,"NS"
"1969",NA,-17630,201801,94,67,"G-06",68560,1,NA,48.7,2,NA,NA,NA,38,6.6,NA,"2018",1.68752896121463,1.57978359661681,3.88567903008854,3.63758615972639,0.00018094808858417,"NS"
"1970",1646,-6584,201001,162,141,"G-22",68560,1,NA,48.8,2,NA,NA,NA,34,6.2,NA,"2010",1.68841982200271,1.53147891704226,3.8877303128591,3.52636052461616,3.04323723276257e-07,"NS"
"1971",NA,-17644,201801,94,81,"B-04",68560,1,NA,48.8,2,NA,NA,NA,36,5.5,NA,"2018",1.68841982200271,1.55630250076729,3.8877303128591,3.58351893845611,3.91186827276052e-05,"NS"
"1973",2190,-3414,200701,88,72,"D-04",68560,1,NA,48.9,2,NA,NA,NA,34,6.2,NA,"2007",1.68930885912362,1.53147891704226,3.88977739648083,3.52636052461616,1.6305132929652e-06,"NS"
"1977",NA,-8503,201201,162,32,"J-08",68560,1,NA,48.9,2,NA,NA,NA,32,6,NA,"2012",1.68930885912362,1.50514997831991,3.88977739648083,3.46573590279973,7.19101012391594e-05,"NS"
"1979",NA,-17808,201801,94,117,"JI2120",68560,1,NA,48.9,2,NA,NA,NA,36,5.1,NA,"2018",1.68930885912362,1.55630250076729,3.88977739648083,3.58351893845611,3.04076867655979e-05,"NS"
"1980",NA,-17717,201801,162,58,"G-05",68560,1,NA,48.9,2,NA,NA,NA,36,7,NA,"2018",1.68930885912362,1.55630250076729,3.88977739648083,3.58351893845611,3.04076867655979e-05,"NS"
"1987",NA,-17898,201801,162,150,"L-25",68560,1,NA,49,2,NA,NA,NA,36,5.2,NA,"2018",1.69019608002851,1.55630250076729,3.89182029811063,3.58351893845611,2.28376032244308e-05,"NS"
"1989",NA,-17595,201801,162,36,"I-07",68560,1,NA,49,2,NA,NA,NA,30,5.8,NA,"2018",1.69019608002851,1.47712125471966,3.89182029811063,3.40119738166216,0.000283457845087412,"NS"
"1993",1593,-6583,201001,162,140,"GF2221",68560,1,NA,49.1,2,NA,NA,NA,32,6.3,NA,"2010",1.69108149212297,1.50514997831991,3.89385903480047,3.46573590279973,9.771763147445e-05,"NS"
"1994",NA,-8920,201201,162,176,"J-23",68560,1,NA,49.1,2,NA,NA,NA,36,6.2,NA,"2012",1.69108149212297,1.55630250076729,3.89385903480047,3.58351893845611,1.63872156612063e-05,"NS"
"1995",NA,-11994,201401,94,119,"E-21",68560,1,NA,49.1,2,NA,NA,NA,34,6,NA,"2014",1.69108149212297,1.53147891704226,3.89385903480047,3.52636052461616,7.36327105031804e-06,"NS"
"1998",NA,-18735,201901,94,15,"F-13",68560,1,NA,49.1,2,NA,NA,NA,34,5.8,NA,"2019",1.69108149212297,1.53147891704226,3.89385903480047,3.52636052461616,7.36327105031804e-06,"NS"
"2005",NA,-8937,201201,89,85,"A-02",68560,1,NA,49.3,2,NA,NA,NA,34,5.1,NA,"2012",1.69284691927723,1.53147891704226,3.89792408104864,3.52636052461616,1.70725942096438e-05,"NS"
"2006",NA,-8583,201201,162,119,"L-19",68560,1,NA,49.3,2,NA,NA,NA,38,7.1,NA,"2012",1.69284691927723,1.57978359661681,3.89792408104864,3.63758615972639,8.04392031205763e-05,"NS"
"2007",NA,-11782,201401,162,60,"D-06",68560,1,NA,49.3,2,NA,NA,NA,36,6.3,NA,"2014",1.69284691927723,1.55630250076729,3.89792408104864,3.58351893845611,6.76256498766804e-06,"NS"
"2008",NA,-15296,201601,162,60,"E-06",68560,1,NA,49.3,2,NA,NA,NA,32,6.1,NA,"2016",1.69284691927723,1.50514997831991,3.89792408104864,3.46573590279973,0.000127070587280119,"NS"
"2010",NA,-18035,201801,94,198,"L-28",68560,1,NA,49.3,2,NA,NA,NA,42,6.3,NA,"2018",1.69284691927723,1.6232492903979,3.89792408104864,3.73766961828337,0.000430857261458474,"NS"
"2011",5047,-6449,201001,89,91,"D-02",68560,1,NA,49.4,2,NA,NA,NA,36,5.8,NA,"2010",1.69372694892365,1.55630250076729,3.89995042419388,3.58351893845611,3.5477542575177e-06,"NS"
"2012",NA,-8560,201201,162,89,"D-01",68560,1,NA,49.4,2,NA,NA,NA,32,6.1,NA,"2012",1.69372694892365,1.50514997831991,3.89995042419388,3.46573590279973,0.000143032435826267,"NS"
"2015",NA,-18018,201801,162,159,"I-26",68560,1,NA,49.4,2,NA,NA,NA,28,NA,NA,"2018",1.69372694892365,1.44715803134222,3.89995042419388,3.3322045101752,0.000764727299425263,"NS"
"2019",1782,-6596,201001,162,153,"L-20",68560,1,NA,49.5,2,NA,NA,NA,40,6.5,NA,"2010",1.69460519893357,1.60205999132796,3.90197266957464,3.68887945411394,0.000182997980514934,"NS"
"2021",NA,-15602,201601,162,134,"J-22",68560,1,NA,49.5,2,NA,NA,NA,34,5.8,NA,"2016",1.69460519893357,1.53147891704226,3.90197266957464,3.52636052461616,3.06068165939167e-05,"NS"
